TransactionID,TransactionDate,YearMonth,Year,MonthNum,MonthName,CustomerID,CustomerName,AgeGroup,Gender,City,CardType,CardLimit,TransactionCategory,Merchant,PaymentMode,TransactionAmount,Fees,RewardPoints,PaymentStatus,TotalDue,UtilizationPct,IsFraudFlag
TXN00300,2024-02-27,2024-02,2024,2,February,CUST5644,Customer CUST5644,18-25,Male,Bengaluru,Diners Black,800000,Dining,BookMyShow,NetBanking,17129,171.29,68516,Due,17300.29,7.6,0
TXN00018,2024-02-28,2024-02,2024,2,February,CUST5033,Customer CUST5033,18-25,Male,Delhi,Regalia,200000,Groceries,DMart,NetBanking,19698,0.0,78792,Overdue,19698.0,25.76,0
TXN00413,2024-02-28,2024-02,2024,2,February,CUST3128,Customer CUST3128,46-60,Male,Ahmedabad,Infinia,100000,Bills & Utilities,Zomato,NetBanking,4190,75.42,4190,Paid,4265.42,18.54,0
TXN00252,2024-02-29,2024-02,2024,2,February,CUST2442,Customer CUST2442,26-35,Female,Mumbai,MoneyBack,200000,Shopping,DMart,UPI AutoPay,7061,0.0,28244,Due,7061.0,10.44,0
TXN00124,2024-03-02,2024-03,2024,3,March,CUST6121,Customer CUST6121,36-45,Female,Bengaluru,MoneyBack,300000,Travel,DMart,Credit Card,16067,160.67,16067,Due,16227.67,18.35,0
TXN00036,2024-03-04,2024-03,2024,3,March,CUST1096,Customer CUST1096,36-45,Female,Ahmedabad,MoneyBack,800000,Travel,DMart,UPI AutoPay,19339,348.1,19339,Overdue,19687.1,6.1,1
TXN00309,2024-03-06,2024-03,2024,3,March,CUST7564,Customer CUST7564,36-45,Male,Chennai,Regalia,500000,Shopping,Amazon,NetBanking,2822,50.8,2822,Due,2872.8,2.67,0
TXN00484,2024-03-06,2024-03,2024,3,March,CUST9196,Customer CUST9196,18-25,Female,Kolkata,Diners Black,200000,Bills & Utilities,BookMyShow,Credit Card,21742,0.0,43484,Paid,21742.0,21.14,0
TXN00360,2024-03-09,2024-03,2024,3,March,CUST7332,Customer CUST7332,26-35,Female,Kolkata,Diners Black,100000,Bills & Utilities,Croma,NetBanking,21830,218.3,21830,Paid,22048.3,47.37,0
TXN00208,2024-03-11,2024-03,2024,3,March,CUST7044,Customer CUST7044,26-35,Female,Hyderabad,Diners Black,800000,Entertainment,IRCTC,NetBanking,10380,103.8,10380,Overdue,10483.8,3.67,1
TXN00333,2024-03-11,2024-03,2024,3,March,CUST9060,Customer CUST9060,26-35,Female,Bengaluru,Regalia,800000,Shopping,Swiggy,Credit Card,3816,68.69,7632,Paid,3884.69,1.34,0
TXN00077,2024-03-11,2024-03,2024,3,March,CUST3370,Customer CUST3370,26-35,Female,Ahmedabad,Infinia,800000,Dining,Amazon,Credit Card,7834,78.34,7834,Overdue,7912.34,0.99,0
TXN00086,2024-03-12,2024-03,2024,3,March,CUST6585,Customer CUST6585,26-35,Female,Bengaluru,Millennia,500000,Groceries,IRCTC,NetBanking,24648,443.66,24648,Due,25091.66,13.21,0
TXN00497,2024-03-15,2024-03,2024,3,March,CUST1745,Customer CUST1745,18-25,Female,Delhi,Infinia,500000,Groceries,Croma,NetBanking,1907,19.07,1907,Due,1926.07,1.77,0
TXN00229,2024-03-16,2024-03,2024,3,March,CUST2525,Customer CUST2525,36-45,Female,Pune,Regalia,800000,Travel,Swiggy,UPI AutoPay,5472,98.5,5472,Overdue,5570.5,3.26,1
TXN00266,2024-03-17,2024-03,2024,3,March,CUST7203,Customer CUST7203,46-60,Male,Hyderabad,Diners Black,800000,Dining,Zomato,UPI AutoPay,11042,110.42,11042,Due,11152.42,2.61,0
TXN00460,2024-03-20,2024-03,2024,3,March,CUST9412,Customer CUST9412,18-25,Female,Mumbai,MoneyBack,100000,Entertainment,Zomato,UPI AutoPay,14331,0.0,14331,Paid,14331.0,16.21,0
TXN00004,2024-03-21,2024-03,2024,3,March,CUST4733,Customer CUST4733,36-45,Male,Chennai,Infinia,100000,Entertainment,Flipkart,Credit Card,12050,216.9,12050,Due,12266.9,14.26,0
TXN00232,2024-03-24,2024-03,2024,3,March,CUST9914,Customer CUST9914,46-60,Male,Hyderabad,Millennia,300000,Shopping,HP Fuel,UPI AutoPay,13224,132.24,26448,Due,13356.24,6.01,1
TXN00145,2024-03-24,2024-03,2024,3,March,CUST9972,Customer CUST9972,26-35,Male,Hyderabad,Infinia,100000,Bills & Utilities,Amazon,UPI AutoPay,12054,0.0,48216,Overdue,12054.0,15.03,0
TXN00202,2024-03-25,2024-03,2024,3,March,CUST3545,Customer CUST3545,36-45,Female,Bengaluru,Diners Black,200000,Groceries,Zomato,UPI AutoPay,10355,0.0,41420,Overdue,10355.0,25.36,0
TXN00373,2024-03-28,2024-03,2024,3,March,CUST3799,Customer CUST3799,36-45,Male,Kolkata,Infinia,500000,Fuel,Amazon,Credit Card,5439,54.39,21756,Paid,5493.39,1.28,0
TXN00179,2024-03-28,2024-03,2024,3,March,CUST6706,Customer CUST6706,46-60,Male,Delhi,Regalia,200000,Shopping,BookMyShow,NetBanking,10420,104.2,20840,Overdue,10524.2,16.07,0
TXN00011,2024-03-28,2024-03,2024,3,March,CUST3705,Customer CUST3705,36-45,Female,Hyderabad,Millennia,500000,Entertainment,Flipkart,NetBanking,17655,0.0,17655,Overdue,17655.0,16.9,1
TXN00267,2024-03-31,2024-03,2024,3,March,CUST7755,Customer CUST7755,18-25,Male,Hyderabad,MoneyBack,100000,Shopping,Zomato,NetBanking,4089,40.89,16356,Overdue,4129.89,5.77,0
TXN00493,2024-04-01,2024-04,2024,4,April,CUST5262,Customer CUST5262,26-35,Male,Hyderabad,Regalia,500000,Shopping,HP Fuel,Credit Card,23178,0.0,23178,Overdue,23178.0,16.09,0
TXN00339,2024-04-03,2024-04,2024,4,April,CUST3061,Customer CUST3061,46-60,Male,Pune,Millennia,800000,Groceries,HP Fuel,NetBanking,11849,213.28,11849,Overdue,12062.28,6.17,0
TXN00008,2024-04-03,2024-04,2024,4,April,CUST7304,Customer CUST7304,46-60,Female,Mumbai,Millennia,500000,Dining,Croma,UPI AutoPay,20760,0.0,83040,Overdue,20760.0,14.06,0
TXN00031,2024-04-05,2024-04,2024,4,April,CUST8784,Customer CUST8784,18-25,Female,Ahmedabad,Diners Black,100000,Dining,DMart,NetBanking,6725,0.0,6725,Overdue,6725.0,13.31,1
TXN00016,2024-04-05,2024-04,2024,4,April,CUST3697,Customer CUST3697,46-60,Male,Ahmedabad,Regalia,500000,Travel,DMart,UPI AutoPay,16113,161.13,16113,Due,16274.13,14.86,0
TXN00211,2024-04-05,2024-04,2024,4,April,CUST2391,Customer CUST2391,18-25,Male,Mumbai,Regalia,300000,Entertainment,DMart,Credit Card,17231,172.31,68924,Overdue,17403.31,16.28,0
TXN00457,2024-04-08,2024-04,2024,4,April,CUST7750,Customer CUST7750,36-45,Male,Pune,Regalia,300000,Groceries,Zomato,Credit Card,4687,84.37,9374,Paid,4771.37,6.43,1
TXN00083,2024-04-08,2024-04,2024,4,April,CUST3002,Customer CUST3002,46-60,Female,Pune,Regalia,800000,Fuel,DMart,NetBanking,2165,38.97,8660,Paid,2203.97,0.63,0
TXN00052,2024-04-11,2024-04,2024,4,April,CUST2229,Customer CUST2229,26-35,Male,Ahmedabad,Regalia,200000,Shopping,DMart,UPI AutoPay,21840,0.0,21840,Overdue,21840.0,18.51,0
TXN00321,2024-04-12,2024-04,2024,4,April,CUST3450,Customer CUST3450,46-60,Male,Chennai,Regalia,200000,Fuel,Amazon,UPI AutoPay,14362,143.62,14362,Due,14505.62,30.16,1
TXN00308,2024-04-12,2024-04,2024,4,April,CUST1086,Customer CUST1086,18-25,Male,Ahmedabad,Infinia,100000,Travel,BookMyShow,NetBanking,11289,203.2,45156,Due,11492.2,18.55,0
TXN00425,2024-04-12,2024-04,2024,4,April,CUST2460,Customer CUST2460,36-45,Female,Kolkata,Regalia,100000,Groceries,BookMyShow,NetBanking,16156,0.0,16156,Paid,16156.0,27.75,1
TXN00188,2024-04-14,2024-04,2024,4,April,CUST2425,Customer CUST2425,46-60,Male,Ahmedabad,Diners Black,300000,Entertainment,Flipkart,Credit Card,1256,12.56,2512,Overdue,1268.56,1.86,0
TXN00197,2024-04-15,2024-04,2024,4,April,CUST1138,Customer CUST1138,26-35,Female,Pune,Diners Black,200000,Shopping,HP Fuel,NetBanking,4693,46.93,4693,Paid,4739.93,2.99,1
TXN00057,2024-04-17,2024-04,2024,4,April,CUST1601,Customer CUST1601,46-60,Male,Bengaluru,Diners Black,500000,Travel,HP Fuel,UPI AutoPay,22930,229.3,45860,Due,23159.3,19.51,0
TXN00423,2024-04-18,2024-04,2024,4,April,CUST7586,Customer CUST7586,36-45,Male,Delhi,MoneyBack,200000,Fuel,Croma,Credit Card,20372,0.0,20372,Due,20372.0,27.55,1
TXN00347,2024-04-18,2024-04,2024,4,April,CUST7579,Customer CUST7579,36-45,Male,Pune,MoneyBack,200000,Bills & Utilities,Croma,NetBanking,21998,219.98,21998,Due,22217.98,45.86,0
TXN00344,2024-04-19,2024-04,2024,4,April,CUST9615,Customer CUST9615,36-45,Male,Hyderabad,Regalia,500000,Groceries,HP Fuel,Credit Card,1242,22.36,4968,Overdue,1264.36,0.9,0
TXN00270,2024-04-19,2024-04,2024,4,April,CUST4122,Customer CUST4122,36-45,Male,Chennai,Infinia,200000,Dining,DMart,Credit Card,6345,0.0,12690,Overdue,6345.0,8.97,0
TXN00177,2024-04-21,2024-04,2024,4,April,CUST7547,Customer CUST7547,36-45,Female,Ahmedabad,Diners Black,800000,Dining,Zomato,Credit Card,21400,385.2,21400,Paid,21785.2,13.2,0
TXN00441,2024-04-21,2024-04,2024,4,April,CUST9530,Customer CUST9530,18-25,Female,Bengaluru,Diners Black,200000,Groceries,DMart,NetBanking,23041,0.0,46082,Overdue,23041.0,51.84,1
TXN00260,2024-04-23,2024-04,2024,4,April,CUST4787,Customer CUST4787,46-60,Female,Hyderabad,Regalia,100000,Groceries,IRCTC,UPI AutoPay,16967,0.0,67868,Paid,16967.0,78.37,0
TXN00001,2024-04-24,2024-04,2024,4,April,CUST9935,Customer CUST9935,18-25,Female,Mumbai,Diners Black,100000,Dining,Swiggy,Credit Card,7514,0.0,30056,Paid,7514.0,27.85,1
TXN00023,2024-04-24,2024-04,2024,4,April,CUST3088,Customer CUST3088,18-25,Female,Delhi,Regalia,800000,Fuel,HP Fuel,Credit Card,1380,13.8,5520,Due,1393.8,0.27,1
TXN00141,2024-04-25,2024-04,2024,4,April,CUST6523,Customer CUST6523,36-45,Male,Pune,Regalia,200000,Bills & Utilities,Amazon,NetBanking,15237,274.27,30474,Overdue,15511.27,8.05,0
TXN00428,2024-04-25,2024-04,2024,4,April,CUST6966,Customer CUST6966,36-45,Male,Bengaluru,MoneyBack,100000,Travel,DMart,UPI AutoPay,5977,0.0,23908,Due,5977.0,7.27,0
TXN00200,2024-04-25,2024-04,2024,4,April,CUST6185,Customer CUST6185,26-35,Female,Ahmedabad,MoneyBack,100000,Bills & Utilities,DMart,UPI AutoPay,19661,0.0,78644,Overdue,19661.0,95.0,1
TXN00237,2024-04-25,2024-04,2024,4,April,CUST2654,Customer CUST2654,36-45,Female,Kolkata,Regalia,100000,Dining,DMart,UPI AutoPay,18766,337.79,75064,Due,19103.79,88.19,0
TXN00263,2024-04-25,2024-04,2024,4,April,CUST8178,Customer CUST8178,26-35,Female,Bengaluru,Millennia,800000,Entertainment,HP Fuel,NetBanking,5423,0.0,10846,Paid,5423.0,1.99,1
TXN00009,2024-04-27,2024-04,2024,4,April,CUST5315,Customer CUST5315,26-35,Male,Chennai,Diners Black,500000,Groceries,IRCTC,NetBanking,9817,98.17,9817,Overdue,9915.17,1.99,1
TXN00274,2024-04-28,2024-04,2024,4,April,CUST9747,Customer CUST9747,36-45,Female,Pune,Infinia,500000,Travel,Swiggy,NetBanking,19297,347.35,77188,Paid,19644.35,14.27,0
TXN00184,2024-04-29,2024-04,2024,4,April,CUST7286,Customer CUST7286,46-60,Male,Bengaluru,Diners Black,500000,Bills & Utilities,BookMyShow,NetBanking,4832,86.98,9664,Overdue,4918.98,3.27,1
TXN00146,2024-04-29,2024-04,2024,4,April,CUST9409,Customer CUST9409,46-60,Female,Ahmedabad,Infinia,100000,Travel,Swiggy,NetBanking,3179,57.22,6358,Due,3236.22,8.94,0
TXN00144,2024-04-30,2024-04,2024,4,April,CUST7121,Customer CUST7121,46-60,Female,Chennai,Diners Black,500000,Fuel,Croma,NetBanking,7436,0.0,7436,Paid,7436.0,2.4,1
TXN00381,2024-04-30,2024-04,2024,4,April,CUST4478,Customer CUST4478,18-25,Male,Ahmedabad,Infinia,300000,Travel,IRCTC,UPI AutoPay,13767,0.0,27534,Paid,13767.0,14.88,0
TXN00060,2024-04-30,2024-04,2024,4,April,CUST8905,Customer CUST8905,46-60,Male,Bengaluru,MoneyBack,300000,Bills & Utilities,BookMyShow,NetBanking,9763,175.73,39052,Paid,9938.73,8.66,0
TXN00467,2024-05-02,2024-05,2024,5,May,CUST4261,Customer CUST4261,36-45,Male,Bengaluru,MoneyBack,200000,Travel,DMart,Credit Card,22974,413.53,22974,Paid,23387.53,14.46,0
TXN00488,2024-05-04,2024-05,2024,5,May,CUST4857,Customer CUST4857,36-45,Male,Ahmedabad,MoneyBack,300000,Travel,Amazon,UPI AutoPay,457,4.57,914,Overdue,461.57,0.21,0
TXN00418,2024-05-04,2024-05,2024,5,May,CUST6571,Customer CUST6571,18-25,Female,Pune,Diners Black,100000,Bills & Utilities,IRCTC,NetBanking,10123,101.23,10123,Paid,10224.23,24.92,1
TXN00256,2024-05-06,2024-05,2024,5,May,CUST1785,Customer CUST1785,18-25,Male,Pune,Millennia,800000,Travel,Swiggy,NetBanking,21182,211.82,84728,Paid,21393.82,3.16,0
TXN00399,2024-05-10,2024-05,2024,5,May,CUST6885,Customer CUST6885,18-25,Female,Chennai,Millennia,800000,Shopping,Swiggy,Credit Card,18185,0.0,18185,Due,18185.0,9.74,0
TXN00129,2024-05-11,2024-05,2024,5,May,CUST9341,Customer CUST9341,46-60,Male,Delhi,MoneyBack,200000,Shopping,Swiggy,Credit Card,11311,203.6,22622,Paid,11514.6,10.16,0
TXN00380,2024-05-12,2024-05,2024,5,May,CUST4812,Customer CUST4812,36-45,Male,Hyderabad,Infinia,200000,Bills & Utilities,Swiggy,Credit Card,20904,209.04,41808,Paid,21113.04,47.4,0
TXN00355,2024-05-13,2024-05,2024,5,May,CUST9589,Customer CUST9589,26-35,Male,Bengaluru,MoneyBack,800000,Fuel,Zomato,UPI AutoPay,6691,66.91,13382,Due,6757.91,1.49,0
TXN00391,2024-05-13,2024-05,2024,5,May,CUST7421,Customer CUST7421,26-35,Female,Mumbai,MoneyBack,100000,Bills & Utilities,HP Fuel,UPI AutoPay,1853,0.0,3706,Due,1853.0,2.49,1
TXN00078,2024-05-14,2024-05,2024,5,May,CUST1858,Customer CUST1858,26-35,Female,Mumbai,Diners Black,100000,Entertainment,Croma,Credit Card,7996,143.93,15992,Overdue,8139.93,13.57,0
TXN00109,2024-05-16,2024-05,2024,5,May,CUST8840,Customer CUST8840,26-35,Male,Mumbai,Diners Black,500000,Fuel,Zomato,NetBanking,11293,203.27,11293,Due,11496.27,11.12,0
TXN00021,2024-05-17,2024-05,2024,5,May,CUST4450,Customer CUST4450,36-45,Male,Chennai,Millennia,300000,Groceries,IRCTC,NetBanking,24527,441.49,24527,Due,24968.49,17.39,0
TXN00401,2024-05-17,2024-05,2024,5,May,CUST3224,Customer CUST3224,18-25,Male,Mumbai,Millennia,500000,Bills & Utilities,DMart,UPI AutoPay,714,0.0,2856,Overdue,714.0,0.52,0
TXN00367,2024-05-17,2024-05,2024,5,May,CUST4707,Customer CUST4707,18-25,Female,Hyderabad,Diners Black,200000,Dining,Swiggy,UPI AutoPay,12896,128.96,25792,Due,13024.96,10.67,1
TXN00329,2024-05-18,2024-05,2024,5,May,CUST9745,Customer CUST9745,36-45,Female,Bengaluru,Infinia,800000,Fuel,BookMyShow,NetBanking,15160,272.88,60640,Paid,15432.88,5.19,0
TXN00258,2024-05-20,2024-05,2024,5,May,CUST2741,Customer CUST2741,46-60,Male,Kolkata,Millennia,300000,Fuel,Flipkart,UPI AutoPay,23752,427.54,23752,Overdue,24179.54,11.53,1
TXN00359,2024-05-24,2024-05,2024,5,May,CUST5653,Customer CUST5653,26-35,Female,Mumbai,MoneyBack,300000,Fuel,Swiggy,UPI AutoPay,21942,394.96,21942,Overdue,22336.96,12.3,0
TXN00499,2024-05-25,2024-05,2024,5,May,CUST8046,Customer CUST8046,36-45,Female,Chennai,Millennia,300000,Shopping,IRCTC,NetBanking,1647,0.0,3294,Due,1647.0,2.19,0
TXN00426,2024-05-26,2024-05,2024,5,May,CUST3949,Customer CUST3949,46-60,Male,Chennai,Infinia,800000,Travel,IRCTC,UPI AutoPay,13701,0.0,13701,Due,13701.0,6.45,0
TXN00357,2024-05-29,2024-05,2024,5,May,CUST2405,Customer CUST2405,18-25,Male,Hyderabad,Millennia,300000,Entertainment,Flipkart,NetBanking,7850,0.0,31400,Paid,7850.0,4.25,0
TXN00236,2024-05-31,2024-05,2024,5,May,CUST6343,Customer CUST6343,36-45,Female,Chennai,Diners Black,800000,Bills & Utilities,Swiggy,NetBanking,2395,0.0,4790,Overdue,2395.0,0.78,0
TXN00054,2024-06-01,2024-06,2024,6,June,CUST5728,Customer CUST5728,46-60,Male,Chennai,Regalia,800000,Groceries,BookMyShow,NetBanking,2154,0.0,4308,Due,2154.0,1.08,0
TXN00106,2024-06-02,2024-06,2024,6,June,CUST7878,Customer CUST7878,46-60,Male,Kolkata,Millennia,100000,Entertainment,Zomato,UPI AutoPay,9640,0.0,19280,Overdue,9640.0,11.48,0
TXN00251,2024-06-03,2024-06,2024,6,June,CUST3954,Customer CUST3954,18-25,Female,Bengaluru,Regalia,200000,Shopping,HP Fuel,NetBanking,13608,244.94,27216,Paid,13852.94,15.41,0
TXN00481,2024-06-03,2024-06,2024,6,June,CUST5373,Customer CUST5373,36-45,Male,Chennai,MoneyBack,200000,Travel,IRCTC,NetBanking,10641,0.0,42564,Overdue,10641.0,23.32,1
TXN00363,2024-06-04,2024-06,2024,6,June,CUST4726,Customer CUST4726,46-60,Male,Pune,MoneyBack,500000,Bills & Utilities,Amazon,UPI AutoPay,4697,0.0,18788,Due,4697.0,2.9,0
TXN00010,2024-06-05,2024-06,2024,6,June,CUST2832,Customer CUST2832,36-45,Female,Pune,Regalia,300000,Fuel,Flipkart,Credit Card,17578,0.0,70312,Paid,17578.0,17.31,0
